Player_Age,Player_Weight,Player_Height,Previous_Injuries,Training_Intensity,Recovery_Time,Likelihood_of_Injury
26,82.07792,192.70086,1,0.97026,6,1
34,68.40505,182.2368,1,0.65598,4,0
30,76.70485,178.80582,0,0.7072,1,1
22,70.84909,191.32423,0,0.42588,2,0
29,82.05149,192.47497,0,0.96218,5,1
30,77.35317,191.5459,0,0.42374,2,0
33,75.56508,177.52914,1,0.23947,1,0
35,90.5835,169.96523,0,0.11538,3,1
22,81.62306,189.88923,0,0.20813,3,0
23,68.09648,166.34946,1,0.57221,2,1
21,74.14136,199.47257,1,0.24509,5,0
26,74.24101,180.28,0,0.65425,4,1
30,75.8032,169.39116,0,0.38218,3,1
32,100.24509,167.68131,0,0.88687,6,0
27,78.70852,167.22395,0,0.55848,4,0
26,54.64097,181.40363,0,0.6226,5,0
28,69.57201,179.93608,1,0.55656,3,1
23,55.67628,167.64078,0,0.88557,5,0
38,71.70202,176.43544,0,0.06342,1,0
19,55.1269,166.32065,0,0.06735,4,1
28,66.2841,185.89302,1,0.70174,1,0
38,59.79278,179.45407,1,0.76796,5,1
28,78.8416,176.21597,1,0.43359,5,1
27,75.00539,167.11889,0,0.35231,2,1
26,78.02962,176.99844,1,0.27795,2,1
27,73.95449,175.85272,0,0.23439,3,1
34,61.05702,183.17727,0,0.91196,1,1
18,80.13521,181.67018,1,0.29514,1,1
35,94.22225,187.9206,1,0.64808,5,1
20,79.09213,175.15423,1,0.78709,2,1
26,70.74075,161.39588,1,0.02197,4,0
25,60.71933,189.91093,0,0.03387,5,1
30,65.91933,170.63967,0,0.33314,1,1
20,79.5304,168.93083,0,0.69602,1,1
30,85.73118,179.56883,0,0.2608,5,0
38,77.60866,183.02271,1,0.00148,5,1
21,82.99887,174.69164,1,0.28815,6,0
28,82.07678,174.61307,1,0.09013,5,0
24,80.06534,176.08974,1,0.21941,1,0
30,68.41526,194.1654,1,0.33319,6,1
28,76.73924,179.97322,0,0.12806,4,1
24,66.51622,170.32037,0,0.70636,1,0
30,75.17429,170.42217,1,0.25592,5,0
37,78.30864,177.49116,1,0.66109,2,0
27,91.78784,182.37858,0,0.59903,4,0
31,61.90268,184.8398,1,0.89805,6,0
21,79.81508,181.24159,1,0.08793,6,0
23,89.81237,171.58127,1,0.21461,3,0
30,82.58848,175.76059,0,0.86518,6,1
35,83.32945,187.33908,1,0.82213,1,1
29,80.87695,168.53908,0,0.19211,4,1
26,87.98334,175.34247,1,0.10774,4,0
27,64.12522,185.97463,0,0.85624,5,1
21,61.14073,188.75281,0,0.17814,4,1
31,74.93666,178.07085,1,0.87111,6,0
32,53.38838,175.88793,0,0.96111,1,1
25,87.30646,166.77882,1,0.22081,2,0
25,87.20715,185.2564,1,0.84039,4,0
29,70.66649,193.1878,1,0.42383,6,1
25,71.29229,205.65154,0,0.78878,1,1
27,74.27653,183.86446,0,0.4074,6,1
38,75.52021,179.4912,0,0.0704,6,0
26,76.27174,170.80189,0,0.7127,6,0
26,80.58232,161.21143,1,0.15069,5,1
24,73.27374,181.76959,0,0.92703,4,0
31,84.43193,203.50339,0,0.41775,3,1
27,79.45948,192.70812,0,0.082,3,1
24,68.93037,191.16564,0,0.22848,2,0
34,88.35113,182.45603,1,0.86252,5,0
35,61.41743,183.59523,1,0.32109,1,0
24,74.07834,155.76253,1,0.85633,4,0
18,84.66917,187.62511,0,0.17229,1,0
33,67.76927,174.20659,1,0.46822,3,0
24,78.09556,172.98273,1,0.87826,5,1
31,80.4334,176.76743,1,0.0484,1,1
18,66.39476,176.42996,1,0.30428,4,0
32,74.27522,172.82364,0,0.90985,5,0
21,73.43496,180.13872,0,0.59653,4,1
31,69.48262,174.41722,1,0.71623,4,0
28,98.01675,181.00323,1,0.84213,5,0
23,67.36894,165.12822,0,0.5236,5,0
25,85.0493,177.85942,0,0.84537,6,0
31,71.07199,169.03704,1,0.63876,4,1
28,64.13364,173.58551,1,0.68565,3,0
30,76.02814,181.43399,1,0.15285,4,0
37,81.49093,163.96002,1,0.93902,5,0
20,84.2051,171.77593,0,0.79608,6,1
36,90.62265,185.68964,0,0.2542,2,1
28,104.45246,165.86822,1,0.57999,1,0
23,77.50514,197.77867,1,0.37647,4,0
21,68.36908,192.04408,0,0.6604,6,1
27,79.52874,175.05473,0,0.99375,1,0
32,72.33787,172.1279,1,0.04575,4,0
27,84.25966,182.0194,0,0.95252,6,1
35,62.02836,165.52538,1,0.07239,4,1
20,98.68335,159.97857,1,0.46076,6,0
27,83.56048,175.40665,1,0.48211,2,1
21,58.15996,178.65951,1,0.26872,5,0
29,67.90971,180.94427,0,0.5667,6,1
32,83.16081,173.85259,1,0.83396,3,1
25,86.76344,192.73947,0,0.29396,6,1
18,62.27762,165.0486,1,0.0704,5,0
28,82.13026,168.61738,1,0.63228,1,1
30,55.5266,184.86636,0,0.75175,1,0
30,74.10664,168.38353,0,0.95452,4,1
34,86.12047,167.9968,0,0.15952,5,0
22,69.48484,181.23355,1,0.90136,2,1
31,59.93078,169.46477,0,0.48212,3,1
33,76.46215,178.66916,1,0.23576,5,0
19,68.95281,173.00143,1,0.96275,4,1
29,81.29558,171.38336,1,0.23843,1,0
25,66.14674,158.97695,1,0.73344,5,0
27,67.27363,181.39563,0,0.78489,1,0
29,54.78998,167.5281,1,0.43052,6,0
25,76.69945,178.31758,0,0.68998,4,0
24,73.39095,174.87895,0,0.57248,1,0
28,63.11615,177.93492,0,0.19203,4,1
22,76.93799,178.50325,1,0.75989,6,0
22,85.2707,181.93628,0,0.92802,3,0
31,72.84432,172.72241,1,0.48864,2,1
22,77.68167,192.42696,0,0.99431,1,0
31,77.73311,161.526,1,0.42797,5,1
30,62.9567,177.73409,1,0.47974,3,1
19,95.56586,188.36231,1,0.6739,2,0
24,70.2915,184.76773,1,0.18577,5,1
33,81.56116,170.25164,1,0.90195,6,1
23,82.69215,171.91755,0,0.80127,5,1
25,73.60405,169.93207,0,0.87242,4,0
30,81.06795,185.99228,1,0.60956,2,1
31,77.45819,172.60076,0,0.88375,5,1
26,60.8236,182.55123,0,0.67997,5,1
25,71.67727,182.64301,0,0.51156,5,0
35,68.87449,203.68393,1,0.93179,3,1
36,70.38255,183.13251,0,0.43972,2,1
32,61.95997,171.88856,0,0.50057,4,1
28,86.26434,165.3985,0,0.16954,6,0
23,91.01993,177.24147,1,0.94766,3,0
23,84.78003,178.80914,1,0.22105,3,0
30,87.70529,157.893,1,0.20142,3,1
30,71.55365,172.86146,0,0.10119,4,1
35,68.63743,182.97353,1,0.45336,4,0
31,67.21413,174.67644,0,0.27361,6,1
20,81.44065,189.68624,1,0.74078,3,0
33,77.27063,164.41644,1,0.30752,3,0
23,74.22778,186.76883,1,0.72077,6,0
26,87.95149,189.1389,1,0.19596,1,0
29,79.04941,189.56496,1,0.22997,4,1
37,66.61342,164.34144,1,0.80617,5,1
39,68.19091,183.14553,0,0.37109,2,1
31,81.81993,173.31246,0,0.11177,2,0
27,85.41733,165.93858,1,0.9614,2,0
30,80.5168,175.86132,1,0.17739,6,0
32,93.96889,170.95022,0,0.1502,3,0
26,91.35007,189.2075,1,0.35838,6,0
36,79.41036,185.13063,0,0.09563,4,0
29,66.61419,168.47556,0,0.15562,1,0
30,61.90012,172.75779,0,0.84644,1,1
31,71.12618,176.19303,1,0.17151,6,0
30,82.53213,179.27595,1,0.11143,2,1
32,93.26647,190.06378,1,0.87996,5,1
24,79.17447,186.90782,1,0.4438,5,0
25,86.68723,180.51392,1,0.15716,5,0
22,72.54693,177.39351,1,0.58152,5,0
30,81.22769,162.26646,0,0.04151,1,0
31,83.23357,192.91998,1,0.42738,1,1
30,55.20406,175.52903,0,0.59031,4,0
36,70.86561,195.5484,1,0.95712,1,0
27,84.497,181.96109,1,0.32646,4,0
31,77.74468,200.25284,1,0.76505,4,0
22,63.03485,186.06322,0,0.1327,6,1
26,50.69878,165.6798,0,0.43358,3,1
31,71.34219,173.85585,0,0.22313,1,0
32,74.28414,178.30865,0,0.49247,5,1
26,66.16077,171.26217,1,0.41723,2,1
27,76.43085,176.22939,0,0.97979,4,1
20,80.06387,166.33061,1,0.9175,2,1
26,81.70687,180.05721,0,0.58221,5,0
32,51.44081,182.37412,1,0.17651,4,1
30,61.85715,169.95891,1,0.55696,4,1
30,71.95377,199.40254,0,0.79208,6,1
28,80.72173,180.63513,0,0.03803,1,1
28,79.89234,171.83259,1,0.43403,3,0
24,79.7187,163.70461,1,0.04265,2,1
31,71.16582,180.59943,0,0.24396,6,0
30,71.72367,177.39511,0,0.09211,6,0
30,67.71671,187.83041,1,0.96058,5,0
25,82.68194,178.5663,0,0.16883,3,1
18,65.79511,168.06281,0,0.1501,6,0
33,83.50036,196.70718,1,0.97205,6,1
25,77.07853,184.35625,1,0.51597,3,0
23,74.54956,177.45891,0,0.75799,6,0
31,68.4329,181.64639,1,0.32731,1,0
26,61.44458,184.74042,1,0.53286,6,1
33,68.52347,165.71143,1,0.00685,4,1
31,71.69993,181.57694,0,0.40882,5,0
31,51.30976,175.49877,0,0.55509,3,1
21,73.02645,185.073,0,0.51441,3,0
34,84.24357,172.59818,0,0.40582,2,0
29,80.67218,173.95298,1,0.78791,5,1
26,70.03794,196.62871,1,0.50164,6,0
28,75.46936,192.30912,1,0.63612,5,1
19,69.43835,150.0,1,0.18462,3,0
30,76.48761,191.56762,1,0.8615,4,1
22,90.40108,179.26348,1,0.36284,5,1
21,84.68499,172.91818,0,0.4821,5,1
20,80.20794,169.92825,1,0.35219,2,0
33,70.07115,170.50882,1,0.89191,2,0
24,82.49938,173.20064,0,0.90074,6,0
35,58.13123,168.72867,0,0.22428,2,1
25,72.47647,166.454,0,0.75271,6,0
19,80.83711,169.5962,1,0.10288,6,1
22,82.40421,183.23394,0,0.02985,4,0
34,81.69884,180.5009,1,0.83658,4,0
27,77.94831,185.55856,0,0.13118,5,0
25,73.04275,179.3363,0,0.15478,4,0
28,80.37976,166.93321,1,0.60659,2,1
30,65.47139,184.94441,1,0.81677,4,1
33,66.55323,169.95311,0,0.1896,5,1
35,75.61735,186.46614,1,0.11419,3,1
26,76.73198,168.3408,0,0.07732,1,1
21,56.74385,173.12523,1,0.02485,4,0
25,79.55146,176.38608,1,0.11648,3,1
29,82.72728,186.74405,0,0.94269,5,1
23,74.22715,181.75997,1,0.09528,3,1
23,98.74466,180.20001,0,0.59756,3,0
29,68.17065,198.85669,0,0.92097,3,0
27,71.38913,161.63017,0,0.62782,6,1
28,71.04933,169.61622,0,0.03275,2,0
24,74.23812,169.18812,1,0.59641,4,1
26,71.71275,162.29348,1,0.90307,3,0
23,60.93189,172.8048,1,0.32256,5,1
32,69.53452,186.87769,0,0.31363,1,1
33,74.02379,174.08353,1,0.24886,6,0
18,87.28572,176.66997,0,0.50554,1,0
23,97.02243,162.77445,1,0.23794,1,1
20,88.35474,172.03474,1,0.72379,6,0
24,67.24621,175.38301,0,0.64486,2,0
27,68.0419,186.424,1,0.40077,4,1
20,73.40671,163.25084,1,0.72256,1,0
23,92.84559,175.44991,1,0.0985,2,1
22,73.34576,190.86818,1,0.74953,5,1
29,61.72493,175.54917,1,0.60291,5,0
28,69.98823,158.84439,1,0.63008,2,1
24,82.57056,192.79176,1,0.06466,4,0
28,81.8994,187.34897,0,0.61814,5,0
25,72.99783,188.69397,1,0.49412,6,1
26,81.83415,162.56216,0,0.48586,4,0
36,52.26828,195.12456,1,0.32185,2,1
34,76.03829,172.26724,1,0.00761,5,0
21,83.60685,174.90561,1,0.42264,5,0
32,66.67137,172.97223,1,0.40092,3,0
32,66.63661,189.46937,1,0.42281,6,1
22,56.33552,178.20202,0,0.61199,5,0
32,90.89896,184.81741,1,0.29991,6,0
35,67.79846,180.75901,0,0.26938,1,0
22,77.41043,179.04958,1,0.49778,3,1
23,81.03917,170.53216,0,0.59232,2,0
33,90.12068,198.12141,1,0.56733,1,1
29,73.46102,165.36606,0,0.88164,1,0
30,69.6057,184.12254,0,0.76914,6,1
29,76.73068,183.76657,0,0.05219,4,1
29,87.8408,191.54356,0,0.56348,3,1
21,73.29827,193.8809,0,0.41781,6,0
33,65.45131,178.62611,1,0.36105,4,0
33,59.59242,185.30394,1,0.9579,3,1
26,62.78703,197.64874,0,0.4568,3,0
27,83.64391,179.34823,1,0.71943,1,1
20,71.79376,169.33567,1,0.96709,5,0
30,68.92479,176.15532,0,0.151,4,0
30,67.84033,166.95354,0,0.05462,4,0
27,75.85046,183.71817,1,0.31362,6,1
33,72.60545,190.64456,0,0.04444,1,0
26,72.26868,178.78959,0,0.11676,5,1
30,88.49324,163.7904,1,0.99171,6,1
22,90.38016,190.21651,1,0.96018,6,1
27,58.89978,162.23701,0,0.69129,6,0
27,78.27593,164.54045,1,0.75299,3,0
29,67.23138,178.21662,1,0.14049,3,1
26,72.51749,182.51785,1,0.59524,6,1
27,78.09278,184.22247,0,0.15441,5,0
32,72.8728,179.3386,0,0.37839,3,0
25,77.3046,197.60044,1,0.34535,4,1
19,81.7297,180.65168,0,0.61396,4,0
36,77.94577,190.34668,1,0.07969,4,1
34,68.53164,187.86955,0,0.10346,1,1
21,68.708,167.07126,0,0.60993,3,1
31,60.60295,178.3027,1,0.63612,1,0
25,66.4608,201.23321,0,0.33988,3,0
29,94.62068,174.95649,0,0.14687,4,1
29,67.07996,173.25379,1,0.88608,4,0
26,63.06621,181.70576,0,0.05295,5,1
24,78.19928,175.3148,1,0.71738,3,1
24,73.89635,172.06295,0,0.14004,2,1
23,73.04407,175.16717,0,0.63737,1,1
23,89.09046,194.3201,0,0.66366,4,1
27,80.49127,178.63381,1,0.80426,5,0
24,69.70007,166.71925,0,0.39503,5,1
31,70.75524,164.88253,0,0.0218,4,1
35,69.97413,202.06805,1,0.81105,3,1
25,83.7474,177.76666,1,0.44407,5,0
29,71.91852,184.34579,1,0.84709,3,1
30,57.06846,172.28623,0,0.77598,5,1
30,74.5168,183.20986,1,0.49831,1,1
28,59.62974,194.5933,1,0.9994,3,0
31,96.84231,173.47737,1,0.46208,5,1
30,65.34332,184.58587,1,0.6965,4,0
21,73.38135,165.94254,1,0.6698,2,1
32,77.58203,200.22866,1,0.51807,4,1
32,72.11342,182.68536,0,0.58535,3,1
24,72.0997,175.87206,1,0.79861,6,1
28,79.21827,177.02126,1,0.57161,4,0
31,90.26216,174.89962,1,0.45015,4,0
26,82.67509,175.41095,1,0.66208,6,0
33,89.78514,155.52505,1,0.03551,2,0
39,64.53381,179.02034,1,0.10919,6,0
24,78.17363,178.60121,0,0.12543,4,0
21,76.55246,184.88662,1,0.42577,5,0
29,78.51091,174.76856,0,0.87178,1,0
31,88.76232,172.28964,1,0.64329,2,0
26,72.79211,179.92225,1,0.97262,3,1
35,70.94497,163.87632,1,0.03994,5,1
21,80.33981,181.43423,0,0.72201,3,0
31,57.21797,161.38181,0,0.3142,2,1
24,72.63148,191.20819,1,0.02329,2,1
36,73.65802,186.8427,0,0.82593,4,0
37,65.79641,170.73814,0,0.16269,6,1
24,85.57059,186.61138,1,0.21407,2,1
25,64.3776,181.11514,0,0.34047,3,1
32,73.64127,169.9099,0,0.78836,2,1
26,77.93157,159.77124,1,0.62459,1,1
27,88.53452,183.16436,1,0.26486,4,1
28,74.89444,172.05718,1,0.16849,2,0
18,84.36154,190.9497,1,0.10955,1,1
27,82.00595,180.14034,1,0.14982,3,0
24,76.23458,173.00417,0,0.86815,3,1
25,64.10487,197.97839,1,0.92268,1,1
35,60.65419,185.76446,0,0.96796,1,1
21,76.06505,150.0,0,0.83473,6,0
32,69.57303,175.13608,0,0.88739,2,0
26,84.19261,166.15911,1,0.8161,4,1
26,82.45857,172.00202,1,0.95806,4,1
31,73.15389,178.55268,0,0.84565,5,1
29,63.42287,183.54049,0,0.462,1,1
30,80.10736,182.61366,1,0.32325,3,1
32,64.82051,190.77873,0,0.58421,5,1
26,67.41536,186.36598,1,0.60818,1,1
24,65.20584,185.74747,0,0.57491,1,0
22,73.61499,182.01492,0,0.70673,5,0
23,86.70192,192.86799,0,0.69898,4,0
39,74.94959,176.83723,0,0.08719,1,0
34,70.56781,177.09697,1,0.28552,6,1
21,59.74385,160.94427,1,0.88986,5,0
21,80.52125,190.56164,0,0.59004,2,1
30,67.19595,179.23074,1,0.32852,2,0
30,76.17518,209.33606,1,0.85046,3,0
30,71.45781,175.94467,0,0.24904,4,1
26,83.38177,180.88578,1,0.4092,5,0
27,73.42764,185.46505,1,0.27625,4,0
29,74.41074,168.981,0,0.87135,4,0
28,79.85747,183.58548,0,0.72829,5,0
18,96.0694,180.34661,1,0.46023,1,0
26,83.88447,176.96312,1,0.9323,2,1
23,74.11394,191.72604,0,0.92744,3,0
28,75.03198,170.96251,0,0.71153,1,1
39,69.75141,182.74902,0,0.89199,4,0
29,65.50004,194.54664,0,0.71939,4,0
26,69.47249,172.93378,0,0.62821,5,1
32,67.27851,177.03114,0,0.42078,2,1
30,81.53368,203.45305,0,0.27347,2,0
30,64.28805,184.74391,1,0.06026,3,0
31,88.33211,174.93803,0,0.80087,1,0
38,82.52046,188.02625,0,0.12216,6,1
22,75.20502,174.31906,0,0.41035,3,0
30,75.00319,164.35084,0,0.23463,4,0
23,69.42719,193.72364,0,0.45463,6,1
30,77.70084,168.96941,1,0.31498,4,1
23,85.88092,204.51713,0,0.82969,2,0
25,67.96844,175.10668,0,0.97818,4,0
26,59.66608,201.33265,1,0.94155,1,1
32,82.03218,166.31329,1,0.62237,1,0
32,78.24366,190.25494,0,0.97928,3,0
21,63.79801,184.99726,0,0.40072,6,0
28,67.66609,188.37746,1,0.52249,1,0
24,66.40896,189.68023,1,0.25685,4,0
21,67.75468,175.02255,0,0.89798,5,1
26,71.76317,166.91156,0,0.17971,6,0
26,72.33453,179.49082,0,0.61049,2,1
39,68.49206,182.2303,0,0.79945,2,1
30,67.41836,175.28155,0,0.5954,2,0
21,72.71216,182.77554,1,0.07878,5,0
25,76.67692,183.29626,0,0.61145,4,1
33,71.83703,170.89974,0,0.76708,1,0
38,86.58667,183.94971,1,0.18783,4,1
20,80.08088,177.32788,1,0.73695,3,0
18,59.09154,173.00019,0,0.87858,4,1
37,80.23728,187.87375,1,0.98646,4,1
29,81.05544,172.23009,0,0.41006,2,0
23,70.65265,175.43332,0,0.02516,4,0
30,60.04802,180.72051,1,0.41908,5,0
18,75.08067,193.74312,0,0.66023,2,0
28,74.92291,181.92784,1,0.89137,3,1
29,63.78354,185.28288,0,0.93811,5,0
32,60.48781,177.02357,0,0.90958,5,0
22,74.12446,179.2151,1,0.65796,3,0
28,72.66923,179.51123,0,0.68252,1,0
23,70.82735,182.93306,0,0.00238,4,1
29,74.16589,177.04032,1,0.36373,4,1
23,63.97224,193.4,0,0.90686,1,0
25,70.65179,176.26834,0,0.68962,6,1
23,80.33325,162.92759,1,0.46792,3,1
31,71.5003,207.42797,0,0.10425,6,1
32,58.28028,176.72631,1,0.24632,6,0
26,70.27308,193.1317,1,0.55492,1,0
28,64.29842,194.04791,0,0.8975,2,0
20,77.67136,189.45214,0,0.09581,2,1
26,78.18837,178.01973,1,0.15376,2,1
27,58.41225,182.86685,0,0.65501,1,0
39,82.59013,167.2549,1,0.29415,5,1
22,63.87814,199.90148,0,0.1697,2,0
35,90.59182,171.48194,0,0.17844,1,0
32,74.51224,177.46099,0,0.49261,2,0
29,62.53607,180.98986,1,0.58374,2,0
36,63.58014,178.9256,0,0.90435,4,1
29,78.48095,173.43127,1,0.52982,1,1
29,71.087,193.94339,1,0.69127,4,0
27,74.03346,189.50279,0,0.18069,3,0
34,91.1278,183.22047,0,0.71346,2,1
33,68.00756,176.00447,0,0.64869,6,1
24,75.59963,190.64276,1,0.21618,6,0
21,89.19844,175.35531,1,0.66938,2,1
26,77.70513,195.70392,0,0.21149,4,0
23,58.93397,181.11221,0,0.59358,6,1
27,80.05389,192.29782,0,0.66885,1,1
34,63.36997,178.8618,0,0.69335,5,1
25,89.06808,180.71533,1,0.90927,6,0
27,66.77132,192.25421,0,0.94784,5,1
28,104.6951,201.93925,0,0.8102,3,1
32,89.67376,195.60367,1,0.87875,1,1
18,67.03387,188.77135,0,0.01933,1,1
24,75.20014,185.89283,0,0.36267,4,0
29,82.53644,174.93051,0,0.03972,2,1
34,82.8366,182.9523,1,0.22485,2,1
25,79.42336,170.86951,0,0.38172,1,0
18,87.52159,183.75782,0,0.86758,5,0
31,73.77031,184.40051,0,0.51175,3,1
24,71.33282,160.39155,0,0.64886,4,1
22,71.53136,180.38739,0,0.36282,1,0
24,83.58373,184.14875,0,0.60292,3,0
27,78.65181,179.1629,0,0.81554,1,0
24,77.91284,183.58049,0,0.30124,3,0
18,82.95234,166.58278,0,0.93226,3,1
32,54.48948,172.24136,1,0.21331,6,0
34,78.10069,190.34938,1,0.9193,2,1
31,77.18569,180.00572,0,0.0283,6,0
22,91.68808,183.39879,0,0.54275,4,1
26,59.71412,174.53479,0,0.98517,4,0
27,90.57187,180.19494,0,0.60978,6,0
30,75.75409,156.97988,0,0.55486,2,1
31,79.8899,188.46012,0,0.68247,5,1
24,91.75919,198.07933,0,0.2893,6,0
28,80.60761,169.34982,1,0.05392,4,1
30,79.00368,170.59668,0,0.25106,2,0
35,77.42291,184.4088,1,0.17625,3,0
31,70.16522,194.73879,1,0.92357,3,0
31,74.71511,179.97903,1,0.85226,4,1
28,67.84487,167.70682,1,0.31771,3,0
35,74.55433,177.91383,0,0.83607,4,1
30,51.64069,169.70068,0,0.21175,1,1
23,79.2904,173.31154,0,0.19958,2,0
35,73.78263,176.95959,0,0.76754,5,1
31,71.63796,170.70675,0,0.32693,4,0
25,77.19758,172.22094,1,0.06479,5,0
25,60.66436,180.74534,0,0.71999,2,0
29,94.2927,182.15036,0,0.9896,6,0
30,73.97233,165.7602,1,0.56598,2,0
28,73.54156,183.96382,0,0.26367,1,0
29,65.34604,176.18066,0,0.37291,2,1
36,75.23946,187.20262,0,0.64865,3,0
33,88.8696,187.80498,1,0.70138,6,1
28,85.35916,174.55459,1,0.88633,5,1
32,83.54438,186.14148,1,0.90884,2,1
22,80.46399,171.63044,0,0.86128,2,1
29,71.41457,193.23762,1,0.64849,5,1
37,60.49837,172.00864,0,0.44985,5,0
26,72.98961,183.5275,1,0.67931,1,0
23,72.64129,178.12391,1,0.66657,2,1
24,85.48794,169.83105,1,0.21798,3,0
22,78.0939,189.00916,1,0.50755,3,0
24,91.12312,173.85868,0,0.20821,1,0
26,86.97489,162.99928,0,0.89912,2,1
20,70.43504,151.17987,1,0.32325,5,0
28,57.04871,171.24955,0,0.80543,3,1
32,88.85575,193.75908,1,0.37723,6,0
23,88.59385,192.57738,1,0.76374,6,1
35,61.33788,172.81402,0,0.22091,2,0
30,90.0924,176.25545,1,0.76374,1,1
33,78.82117,175.35087,0,0.17953,1,0
24,76.60685,166.66568,0,0.49082,6,0
32,91.14783,170.51168,0,0.11363,5,1
22,88.44685,189.8115,0,0.5279,1,0
32,81.51331,185.03888,1,0.82071,1,1
28,79.73217,182.73089,0,0.75555,1,0
30,81.16394,166.64853,1,0.05072,3,0
22,70.99943,181.00703,0,0.49218,5,1
23,74.44899,156.96155,1,0.85223,5,1
30,65.97683,188.42803,1,0.6501,5,1
23,71.6696,182.58575,0,0.0592,1,1
30,71.33366,166.54768,1,0.32563,1,1
21,68.64695,196.16426,1,0.55659,6,1
32,76.36747,162.03835,1,0.17265,3,0
21,71.76019,185.30306,1,0.68191,1,0
30,80.02235,185.55172,1,0.63485,3,0
31,58.77679,167.6033,1,0.20244,5,0
24,73.86645,179.62149,0,0.5504,3,1
30,76.31552,163.63172,0,0.81172,2,1
29,71.89371,151.53626,1,0.37483,4,0
25,73.27607,169.32124,0,0.24699,1,0
22,59.14754,173.83375,0,0.70122,5,0
18,78.56477,186.44256,0,0.0708,4,1
29,81.47606,180.67408,0,0.83267,6,1
20,79.93537,180.93545,0,0.94346,4,0
28,85.38727,169.85578,1,0.96479,5,0
26,77.0153,174.69989,1,0.43254,6,1
31,79.78681,170.70073,0,0.6232,4,0
26,76.56091,167.75026,1,0.85736,3,1
26,81.87551,174.06301,0,0.22342,5,0
31,59.2277,180.74512,0,0.0277,5,1
29,66.06419,174.27361,1,0.38457,6,1
29,90.869,176.76497,1,0.88437,3,1
30,50.39564,186.94915,0,0.50507,2,1
20,73.59822,174.99246,0,0.53022,2,0
31,86.72275,166.66033,0,0.69147,4,0
31,74.06739,185.63454,1,0.57452,5,1
22,70.94989,182.6585,0,0.05448,3,0
26,76.29422,183.28659,0,0.56086,6,0
27,71.4688,186.25839,1,0.64796,5,1
27,75.30849,184.56642,1,0.6416,6,0
29,68.16619,180.28729,1,0.72834,6,1
35,86.08674,203.91453,1,0.51992,3,0
33,89.23265,167.15031,0,0.90006,2,1
21,73.6661,174.13583,1,0.46426,2,0
31,61.13511,189.67334,0,0.51819,4,1
34,69.76157,181.42586,1,0.78031,6,1
29,73.16011,187.57923,0,0.83323,6,1
33,80.05539,181.69756,1,0.64836,3,0
38,64.91987,193.74057,0,0.12637,6,1
33,67.30838,169.92489,0,0.33195,2,1
29,80.10676,193.4246,0,0.02016,1,0
33,84.38909,191.70996,1,0.29545,2,1
28,68.78406,167.89711,0,0.57024,5,1
28,61.66783,186.30665,0,0.80523,6,0
26,105.0,179.5696,0,0.58565,6,1
35,82.83304,173.93418,0,0.03989,6,1
23,72.32996,161.11381,1,0.25911,3,1
35,83.69031,169.89186,0,0.57806,6,1
30,73.75543,187.08112,0,0.70905,1,0
21,83.67157,188.13841,1,0.86645,6,0
29,76.59393,177.8929,1,0.96765,2,1
18,75.91272,188.16985,1,0.89179,2,0
31,73.86418,189.4526,1,0.46733,3,1
32,60.52619,181.5464,0,0.74693,1,1
25,94.38095,172.77666,1,0.24053,3,0
28,65.58466,184.41054,1,0.06383,2,1
37,61.39976,184.86985,1,0.05507,4,0
25,72.8714,186.73944,1,0.24131,3,0
22,65.38528,188.65403,0,0.03754,6,1
35,74.48287,166.37835,0,0.85027,2,1
37,81.87764,174.90071,1,0.48992,3,0
28,84.95303,161.01379,0,0.8109,2,0
33,83.14731,187.46996,1,0.9399,3,1
34,71.94368,177.87689,1,0.99391,2,0
24,75.49592,184.30814,0,0.93716,1,0
25,79.07879,165.24321,0,0.71656,5,1
34,57.42213,194.00981,0,0.44198,5,1
36,80.70585,168.05661,0,0.59798,3,1
30,60.42701,187.74563,0,0.8165,6,0
23,95.40347,181.1795,0,0.89755,2,0
37,70.95485,178.10557,0,0.95647,5,1
25,73.15125,177.2984,0,0.73061,5,1
26,67.30293,173.61937,0,0.53995,3,1
29,68.7003,192.95196,1,0.96837,6,0
35,97.74094,180.12613,1,0.95862,3,1
32,84.4037,167.30778,0,0.47755,3,1
30,59.50798,176.1604,0,0.64866,4,0
30,90.04213,181.28339,0,0.80927,1,1
28,86.93242,188.97805,0,0.43308,1,0
30,72.18788,173.9538,1,0.82938,1,1
18,78.06697,174.62223,0,0.11146,2,1
26,74.85056,180.23432,0,0.48115,2,1
29,94.7258,188.73425,1,0.48261,1,0
22,67.0371,166.31245,1,0.68466,3,0
29,76.46011,185.05355,1,0.11641,4,0
26,70.71855,175.35937,0,0.10321,1,0
36,60.6696,176.75567,1,0.90059,6,0
35,96.91638,200.01576,1,0.30374,3,0
25,63.18433,178.03531,1,0.32692,5,1
27,77.20129,187.54694,1,0.77686,4,0
27,57.59299,187.18914,1,0.41491,2,0
25,71.00929,168.19976,1,0.83292,5,0
28,79.21969,161.54606,0,0.40147,5,0
24,66.75266,188.20982,0,0.7606,6,1
22,80.86802,169.16454,1,0.52531,6,0
31,72.30959,163.35817,1,0.93583,6,1
31,86.60083,190.26162,1,0.32739,5,0
23,88.61761,169.80573,0,0.36269,3,0
32,69.13255,172.27483,0,0.96999,1,1
24,75.76733,199.74373,0,0.73753,5,1
