InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
581370,SKU_1180,Headphones,17,04-02-24,68.09,81791,Australia,0.29,paypall,17.08,Accessories,In-store,Not Returned,UPS,Rome,Medium
154780,SKU_1127,Backpack,11,04-02-24,1.19,31622,Australia,0.08,Credit Card,8.67,Electronics,In-store,Not Returned,Royal Mail,Paris,High
166412,SKU_1277,T-shirt,34,04-02-24,49.56,53444,Norway,0.33,Bank Transfer,19.17,Apparel,Online,Not Returned,DHL,Paris,Low
340143,SKU_1441,Notebook,36,04-02-24,52.21,69381,Netherlands,0.2,Bank Transfer,21.58,Stationery,Online,Not Returned,FedEx,Rome,Medium
764685,SKU_1680,Notebook,1,04-02-24,17.58,11502,United Kingdom,0.39,paypall,27.94,Stationery,In-store,Not Returned,DHL,Paris,Medium
198975,SKU_1258,USB Cable,42,04-02-24,29.52,89532,Belgium,0.21,Bank Transfer,17.05,Electronics,Online,Not Returned,UPS,London,High
229788,SKU_1347,Headphones,23,04-02-24,38.77,42934,Belgium,0.25,Credit Card,28.79,Accessories,Online,Not Returned,UPS,Paris,Medium
361208,SKU_1574,Wireless Mouse,47,05-02-24,7.22,75877,Italy,0.45,paypall,29.31,Furniture,Online,Not Returned,DHL,London,High
353199,SKU_1483,White Mug,10,05-02-24,28.95,28920,Sweden,0.5,paypall,16.81,Accessories,Online,Not Returned,DHL,Berlin,Medium
947094,SKU_1833,White Mug,16,05-02-24,35.88,87130,United Kingdom,0.18,Bank Transfer,26.01,Accessories,Online,Not Returned,DHL,Berlin,Medium
985096,SKU_1301,White Mug,2,05-02-24,88.79,25193,Spain,0.35,Bank Transfer,28.55,Electronics,In-store,Not Returned,DHL,Paris,Medium
180249,SKU_1211,Desk Lamp,8,05-02-24,69.06,29014,United States,0.39,paypall,16.3,Furniture,In-store,Not Returned,DHL,Paris,Medium
680813,SKU_1487,White Mug,34,05-02-24,85.22,54201,Portugal,0.2,paypall,8.11,Furniture,Online,Not Returned,UPS,London,Low
871831,SKU_1753,Headphones,32,05-02-24,34.3,75526,Italy,0.13,paypall,19.4,Accessories,In-store,Not Returned,UPS,London,Low
213094,SKU_1483,Office Chair,36,05-02-24,96.55,61229,Portugal,0.16,Bank Transfer,26.62,Accessories,In-store,Not Returned,FedEx,London,High
418347,SKU_1647,USB Cable,44,05-02-24,51.4,34387,Norway,0.2,paypall,17.44,Stationery,Online,Not Returned,DHL,Paris,Medium
313058,SKU_1550,Notebook,5,05-02-24,18.4,22112,Australia,0.42,Bank Transfer,25,Electronics,Online,Not Returned,DHL,London,Medium
187597,SKU_1920,T-shirt,15,05-02-24,51.86,,Italy,0.24,Bank Transfer,19.29,Electronics,Online,Returned,FedEx,,Low
574066,SKU_1462,Headphones,10,05-02-24,72.81,21649,Belgium,0.29,Credit Card,25.69,Furniture,Online,Not Returned,UPS,Amsterdam,Low
364234,SKU_1349,Blue Pen,43,05-02-24,89.92,99929,Portugal,0.07,Credit Card,15.65,Stationery,Online,Not Returned,Royal Mail,Paris,High
908886,SKU_1302,T-shirt,42,05-02-24,19.58,47287,France,0.08,paypall,26.01,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High
679372,SKU_1417,Headphones,12,05-02-24,39.56,21932,Italy,0.11,Bank Transfer,10.11,Apparel,Online,Not Returned,Royal Mail,Paris,Low
570459,SKU_1067,USB Cable,4,05-02-24,53.75,76660,Norway,0.14,paypall,15.52,Electronics,Online,Not Returned,UPS,Rome,High
878473,SKU_1056,Office Chair,38,05-02-24,93.64,16797,Norway,0.46,paypall,26.14,Stationery,Online,Not Returned,DHL,Amsterdam,High
813926,SKU_1469,Backpack,32,05-02-24,22.5,53440,Italy,0.29,Bank Transfer,5.72,Accessories,In-store,Not Returned,Royal Mail,Paris,High
553104,SKU_1152,T-shirt,20,05-02-24,82.08,84560,United States,0.3,Credit Card,5.36,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium
721391,SKU_1200,Blue Pen,9,05-02-24,2.64,11464,Portugal,0.48,paypall,25.9,Accessories,In-store,Not Returned,Royal Mail,London,Medium
264895,SKU_1598,Office Chair,8,05-02-24,67.17,,Belgium,0.14,Credit Card,11.89,Apparel,In-store,Not Returned,FedEx,Paris,Medium
990992,SKU_1829,T-shirt,13,05-02-24,36.58,47670,Belgium,0.29,paypall,14.87,Electronics,In-store,Not Returned,DHL,Berlin,High
112746,SKU_1038,Office Chair,10,05-02-24,75.82,36947,Australia,0.42,Bank Transfer,14.93,Accessories,In-store,Not Returned,UPS,Rome,Medium
889779,SKU_1511,Office Chair,30,05-02-24,5.59,41649,Portugal,0.23,Credit Card,10.76,Stationery,In-store,Not Returned,FedEx,London,Low
736260,SKU_1247,Desk Lamp,49,06-02-24,98.76,97164,Italy,0.31,paypall,7.3,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low
366245,SKU_1113,Wireless Mouse,27,06-02-24,59.42,65731,France,0.27,Bank Transfer,9.4,Accessories,Online,Not Returned,Royal Mail,Berlin,High
992243,SKU_1377,Wireless Mouse,41,06-02-24,4.51,83790,Netherlands,0.02,Credit Card,29.15,Accessories,In-store,Not Returned,DHL,London,High
672383,SKU_1715,Desk Lamp,41,06-02-24,8.97,31332,Germany,0.12,Bank Transfer,24.46,Furniture,In-store,Not Returned,FedEx,London,Medium
201483,SKU_1717,Wall Clock,6,06-02-24,47.07,52782,United States,0.46,paypall,28.91,Apparel,Online,Returned,Royal Mail,Amsterdam,Low
525884,SKU_1134,Headphones,18,06-02-24,71.16,64483,Italy,0.02,Credit Card,29.29,Electronics,Online,Not Returned,Royal Mail,Paris,Low
341411,SKU_1862,USB Cable,-42,06-02-24,61.38,,Italy,0.22,Bank Transfer,,Apparel,Online,Not Returned,FedEx,,Medium
745190,SKU_1773,Headphones,4,06-02-24,15.91,81894,Belgium,0.5,paypall,22.54,Accessories,Online,Not Returned,Royal Mail,Berlin,Low
326218,SKU_1982,Headphones,40,06-02-24,68.4,68341,Sweden,0.22,paypall,12.67,Accessories,In-store,Not Returned,DHL,Paris,Medium
379891,SKU_1949,Wireless Mouse,39,06-02-24,79.23,99871,Norway,0.01,paypall,21.65,Furniture,Online,Not Returned,FedEx,Rome,Medium
246081,SKU_1122,Blue Pen,47,06-02-24,94.05,13116,United Kingdom,0.22,Credit Card,14.61,Electronics,In-store,Not Returned,UPS,Amsterdam,Low
975619,SKU_1594,Backpack,49,06-02-24,81.47,46684,Spain,0.49,paypall,7.74,Accessories,In-store,Not Returned,DHL,Berlin,Medium
603110,SKU_1212,USB Cable,27,06-02-24,13.71,70289,Spain,0.11,Bank Transfer,18.63,Accessories,In-store,Not Returned,Royal Mail,Rome,Medium
494272,SKU_1786,Wall Clock,36,06-02-24,39.22,64283,Norway,0.06,Bank Transfer,22.42,Stationery,Online,Not Returned,Royal Mail,Paris,High
832403,SKU_1501,T-shirt,4,06-02-24,66.5,62721,Australia,0.37,Bank Transfer,18.06,Furniture,In-store,Not Returned,UPS,London,High
776575,SKU_1174,USB Cable,14,06-02-24,96.03,38246,Spain,0.05,paypall,19.96,Accessories,In-store,Not Returned,DHL,London,Low
848245,SKU_1274,Wireless Mouse,22,06-02-24,5.59,16866,Belgium,0.15,Bank Transfer,8.45,Furniture,Online,Not Returned,Royal Mail,Berlin,High
654663,SKU_1235,Headphones,33,06-02-24,93.41,87433,Australia,0.05,paypall,7.66,Apparel,Online,Not Returned,DHL,Rome,Low
872312,SKU_1545,White Mug,12,06-02-24,54.66,23059,Australia,0.06,Bank Transfer,20.6,Electronics,Online,Not Returned,Royal Mail,Berlin,High
472685,SKU_1170,Wireless Mouse,9,06-02-24,67.11,35259,France,0.31,Bank Transfer,17.67,Furniture,In-store,Not Returned,FedEx,Berlin,Medium
266321,SKU_1652,Backpack,30,06-02-24,16.63,25509,Australia,0.43,Bank Transfer,27.66,Accessories,Online,Not Returned,DHL,Berlin,Low
306690,SKU_1419,Desk Lamp,19,06-02-24,53.95,,Australia,0.43,paypall,23.56,Stationery,Online,Not Returned,Royal Mail,Paris,Medium
664952,SKU_1536,Backpack,21,06-02-24,52.36,79102,Germany,0.34,paypall,24.94,Apparel,In-store,Not Returned,Royal Mail,Berlin,Medium
551501,SKU_1096,Wireless Mouse,3,06-02-24,34.88,88282,France,0.39,Credit Card,15.32,Electronics,In-store,Not Returned,DHL,London,Low
565802,SKU_1823,Headphones,5,07-02-24,29.21,15603,Sweden,0.09,paypall,18.34,Apparel,In-store,Returned,UPS,Amsterdam,High
663067,SKU_1020,Office Chair,11,07-02-24,73.06,21763,France,0.11,paypall,21.17,Furniture,Online,Not Returned,FedEx,London,Low
421456,SKU_1289,Headphones,44,07-02-24,83.98,23045,Spain,0.11,Bank Transfer,8.02,Electronics,In-store,Not Returned,DHL,Paris,Low
279170,SKU_1621,Blue Pen,19,07-02-24,44.8,48219,France,0.44,paypall,21.12,Electronics,In-store,Returned,DHL,Rome,High
635702,SKU_1792,Backpack,3,07-02-24,62.66,51567,United Kingdom,0.18,Bank Transfer,20.3,Accessories,In-store,Not Returned,UPS,Paris,High
267990,SKU_1081,White Mug,14,07-02-24,93.35,26827,Netherlands,0.09,paypall,25.03,Stationery,In-store,Not Returned,Royal Mail,Rome,Medium
509092,SKU_1106,White Mug,34,07-02-24,94.39,23576,France,0.03,paypall,12.62,Electronics,Online,Not Returned,Royal Mail,London,Low
879711,SKU_1778,Wall Clock,14,07-02-24,90.89,10989,Belgium,0.49,Credit Card,13.36,Accessories,In-store,Not Returned,DHL,London,High
748226,SKU_1786,Wireless Mouse,30,07-02-24,94.64,11067,Germany,0.22,paypall,25.87,Accessories,In-store,Returned,UPS,Paris,Low
827900,SKU_1688,Backpack,47,07-02-24,42.32,65886,Sweden,0.02,Bank Transfer,8.14,Electronics,In-store,Returned,UPS,London,Low
895630,SKU_1944,Wall Clock,-2,07-02-24,74.67,,United Kingdom,0.1,Credit Card,,Apparel,In-store,Not Returned,DHL,,Low
717590,SKU_1929,White Mug,6,07-02-24,53.02,78686,United Kingdom,0.17,paypall,18.14,Electronics,Online,Not Returned,FedEx,Berlin,Low
723812,SKU_1897,White Mug,18,07-02-24,76.42,,Italy,0.1,Bank Transfer,18.08,Accessories,In-store,Returned,DHL,Amsterdam,Low
268501,SKU_1285,Desk Lamp,2,07-02-24,82.77,62678,United States,0.3,paypall,26.76,Apparel,Online,Not Returned,UPS,Rome,High
465314,SKU_1620,Notebook,30,07-02-24,63.2,42157,Spain,0.1,Credit Card,17.47,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low
298405,SKU_1549,Wall Clock,4,07-02-24,4.36,10174,Germany,0.14,paypall,18.62,Electronics,Online,Not Returned,UPS,Amsterdam,Medium
834061,SKU_1782,Wall Clock,4,07-02-24,77.92,58722,Germany,0.28,Credit Card,12.35,Furniture,In-store,Not Returned,Royal Mail,Paris,High
315863,SKU_1330,White Mug,5,07-02-24,99.51,88611,Italy,0.49,Credit Card,13.67,Stationery,In-store,Not Returned,UPS,Amsterdam,High
485537,SKU_1727,Blue Pen,16,07-02-24,73.87,90944,Norway,0.38,paypall,11.14,Stationery,Online,Not Returned,UPS,Berlin,Low
478449,SKU_1827,T-shirt,40,07-02-24,3.34,33582,Australia,0.19,paypall,5.72,Apparel,In-store,Not Returned,Royal Mail,Paris,High
860669,SKU_1131,Backpack,12,07-02-24,76.79,46362,Sweden,0.1,Bank Transfer,19.86,Stationery,Online,Not Returned,Royal Mail,London,Low
358469,SKU_1338,Wireless Mouse,48,07-02-24,57.74,76824,Portugal,0.22,Bank Transfer,20.67,Accessories,In-store,Not Returned,UPS,Paris,Low
745047,SKU_1220,T-shirt,4,07-02-24,85.87,58014,France,0.16,paypall,13.96,Stationery,Online,Not Returned,Royal Mail,London,Medium
694436,SKU_1781,Headphones,-31,07-02-24,17.19,,Sweden,0.46,paypall,,Apparel,In-store,Not Returned,DHL,,High
544400,SKU_1881,Office Chair,-16,08-02-24,-84.12,,Sweden,1.5919461521762113,paypall,,Apparel,Online,Not Returned,UPS,,Medium
732457,SKU_1848,Wireless Mouse,29,08-02-24,94.38,11904,United States,0.31,paypall,12.84,Furniture,Online,Not Returned,UPS,Amsterdam,Medium
131528,SKU_1775,White Mug,29,08-02-24,47.59,51524,Norway,0.22,paypall,29.27,Accessories,In-store,Not Returned,FedEx,London,Low
603411,SKU_1076,Backpack,29,08-02-24,46.78,32616,Australia,0.03,Bank Transfer,16,Electronics,Online,Not Returned,UPS,Berlin,Low
498169,SKU_1726,Notebook,38,08-02-24,73.21,99403,Norway,0.4,Bank Transfer,21.44,Stationery,In-store,Not Returned,DHL,Paris,Low
750016,SKU_1604,Desk Lamp,9,08-02-24,32.17,,Belgium,0.11,paypall,8.16,Electronics,In-store,Not Returned,DHL,,Low
710522,SKU_1878,Blue Pen,13,08-02-24,83.79,17702,Italy,0.07,Bank Transfer,7.88,Apparel,In-store,Not Returned,Royal Mail,Berlin,Low
284887,SKU_1650,White Mug,1,08-02-24,85.3,74277,Norway,0.02,paypall,9.17,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low
421265,SKU_1591,Headphones,6,08-02-24,63.7,44192,Portugal,0.21,Bank Transfer,13.99,Stationery,Online,Not Returned,DHL,Berlin,Low
795179,SKU_1049,Notebook,11,08-02-24,52.81,34738,Belgium,0.45,Bank Transfer,7.15,Electronics,Online,Not Returned,UPS,Amsterdam,Medium
341921,SKU_1747,T-shirt,6,08-02-24,83.98,33377,Belgium,0.43,Bank Transfer,13.41,Furniture,Online,Not Returned,DHL,Amsterdam,Medium
384160,SKU_1342,Blue Pen,6,08-02-24,18.75,98649,United Kingdom,0.21,Bank Transfer,24.48,Apparel,In-store,Not Returned,Royal Mail,Berlin,High
506464,SKU_1331,T-shirt,3,08-02-24,13.01,61893,Italy,0.2,Bank Transfer,26.25,Apparel,In-store,Not Returned,DHL,London,Medium
744472,SKU_1293,Office Chair,20,08-02-24,4.69,77257,Australia,0.43,Bank Transfer,21.96,Furniture,In-store,Not Returned,DHL,Paris,High
510492,SKU_1151,Office Chair,38,08-02-24,1.22,85776,Australia,0.33,paypall,8.17,Stationery,Online,Not Returned,Royal Mail,Paris,High
720832,SKU_1094,White Mug,37,08-02-24,66.63,74064,France,0.43,Credit Card,18.19,Apparel,Online,Not Returned,UPS,London,High
853109,SKU_1677,Headphones,20,08-02-24,22.4,62775,Portugal,0.32,Credit Card,20.91,Stationery,In-store,Not Returned,FedEx,Berlin,Medium
248427,SKU_1995,Notebook,46,08-02-24,85.59,84527,Sweden,0.36,paypall,13.12,Electronics,Online,Not Returned,Royal Mail,Berlin,Low
575238,SKU_1380,Desk Lamp,14,08-02-24,41.39,13424,Sweden,0.17,Credit Card,11.5,Accessories,In-store,Not Returned,UPS,Paris,Medium
803636,SKU_1957,Desk Lamp,45,08-02-24,62.87,27265,Germany,0.31,paypall,7.13,Electronics,In-store,Not Returned,DHL,Berlin,Medium
944883,SKU_1439,T-shirt,3,08-02-24,68.41,63103,Norway,0.3,Credit Card,25.14,Stationery,In-store,Not Returned,Royal Mail,Berlin,Low
613955,SKU_1320,White Mug,48,08-02-24,57.51,57296,Netherlands,0.31,Credit Card,15.4,Stationery,Online,Not Returned,UPS,Paris,Medium
645817,SKU_1089,USB Cable,44,08-02-24,13.37,99038,United States,0.05,paypall,10.89,Furniture,Online,Not Returned,UPS,Paris,High
267086,SKU_1528,Office Chair,46,08-02-24,38.95,19792,Norway,0.47,Credit Card,11.23,Apparel,Online,Not Returned,DHL,Berlin,Medium
744830,SKU_1867,Desk Lamp,2,09-02-24,6.96,70687,France,0.42,Credit Card,25.7,Apparel,In-store,Returned,UPS,London,Medium
382240,SKU_1912,USB Cable,8,09-02-24,19.46,76178,France,0.17,Bank Transfer,23.59,Accessories,Online,Not Returned,UPS,London,Medium
719941,SKU_1740,Blue Pen,9,09-02-24,38.41,47331,Sweden,0.37,Bank Transfer,11.82,Stationery,In-store,Not Returned,FedEx,Rome,Low
627705,SKU_1282,Blue Pen,14,09-02-24,73.7,88809,Norway,0.19,Credit Card,28.21,Furniture,In-store,Not Returned,Royal Mail,Paris,Low
696269,SKU_1344,T-shirt,-12,09-02-24,-51.79,,Netherlands,1.5372131408045435,Bank Transfer,,Electronics,In-store,Not Returned,DHL,,Medium
695241,SKU_1733,Blue Pen,36,09-02-24,71,28137,United Kingdom,0.39,paypall,22.03,Stationery,In-store,Returned,Royal Mail,Rome,Low
639782,SKU_1232,Desk Lamp,4,09-02-24,54.59,53078,United Kingdom,0.15,Bank Transfer,29.13,Furniture,In-store,Returned,DHL,London,Low
998102,SKU_1792,Blue Pen,21,09-02-24,3.71,95228,France,0.23,paypall,9.18,Electronics,Online,Not Returned,UPS,Amsterdam,High
480983,SKU_1869,T-shirt,20,09-02-24,50.22,82514,Spain,0.22,Credit Card,20.04,Accessories,Online,Not Returned,DHL,Amsterdam,Medium
506518,SKU_1351,T-shirt,24,09-02-24,14.17,27963,Italy,0.48,Credit Card,7.92,Furniture,In-store,Not Returned,UPS,Paris,High
679957,SKU_1715,Notebook,27,09-02-24,85.01,84204,Belgium,0.47,paypall,25.87,Furniture,Online,Not Returned,Royal Mail,Paris,Medium
555486,SKU_1432,Wall Clock,29,09-02-24,61.62,35834,Germany,0.44,Bank Transfer,6.6,Electronics,Online,Not Returned,UPS,London,Low
420407,SKU_1313,Headphones,-12,09-02-24,63.57,,Belgium,0.42,paypall,,Apparel,Online,Not Returned,FedEx,,Medium
926706,SKU_1980,Blue Pen,47,09-02-24,61.81,37390,Portugal,0.37,Credit Card,10.64,Furniture,In-store,Not Returned,Royal Mail,Paris,Low
590850,SKU_1993,Desk Lamp,2,09-02-24,45.33,81920,Australia,0.04,paypall,9.47,Accessories,Online,Returned,FedEx,Berlin,Medium
522019,SKU_1379,Blue Pen,5,09-02-24,27.74,29938,Netherlands,0.47,Credit Card,29.84,Apparel,In-store,Not Returned,FedEx,Rome,Low
784524,SKU_1256,Office Chair,42,09-02-24,19.38,,Belgium,0.09,Bank Transfer,28.88,Electronics,Online,Not Returned,FedEx,Berlin,Medium
138441,SKU_1396,Wireless Mouse,28,09-02-24,48.91,30656,Italy,0.31,Credit Card,11.52,Accessories,Online,Not Returned,Royal Mail,Berlin,Medium
163327,SKU_1948,Backpack,47,09-02-24,55.14,51063,Sweden,0.21,Credit Card,9.47,Stationery,In-store,Not Returned,UPS,Berlin,Medium
462605,SKU_1788,Wireless Mouse,26,09-02-24,45.65,63690,United States,0.2,paypall,12.61,Apparel,Online,Not Returned,Royal Mail,Berlin,High
870629,SKU_1256,Notebook,24,09-02-24,65.07,22971,Portugal,0.15,paypall,21.88,Apparel,In-store,Not Returned,DHL,London,Medium
199099,SKU_1972,Headphones,16,09-02-24,59.54,25693,Sweden,0.16,Bank Transfer,28.76,Furniture,In-store,Returned,UPS,Paris,Low
176925,SKU_1158,Blue Pen,30,09-02-24,33.67,27650,Australia,0.34,paypall,18.48,Accessories,Online,Not Returned,FedEx,Paris,High
413179,SKU_1828,T-shirt,30,09-02-24,14.96,58518,United States,0.02,paypall,16.46,Apparel,In-store,Not Returned,DHL,Berlin,High
472007,SKU_1982,Wall Clock,-6,10-02-24,-23.65,,Germany,1.0906991637445442,paypall,,Accessories,In-store,Not Returned,DHL,,High
375634,SKU_1770,Desk Lamp,49,10-02-24,27.69,88603,Sweden,0.28,Credit Card,11.75,Stationery,Online,Not Returned,FedEx,London,Low
630332,SKU_1202,T-shirt,21,10-02-24,72.27,69700,United States,0.45,paypall,19.22,Furniture,Online,Not Returned,FedEx,London,Medium
913941,SKU_1412,Blue Pen,46,10-02-24,91.67,73203,Norway,0.25,paypall,13.37,Furniture,In-store,Not Returned,DHL,Rome,High
652132,SKU_1687,Blue Pen,31,10-02-24,15.19,31293,Spain,0.18,Bank Transfer,9.85,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low
948644,SKU_1081,Wireless Mouse,41,10-02-24,36.49,20088,Belgium,0.14,Credit Card,13.94,Furniture,Online,Not Returned,DHL,Amsterdam,High
514820,SKU_1445,USB Cable,35,10-02-24,4.55,18117,Sweden,0.41,Bank Transfer,8.17,Accessories,In-store,Not Returned,DHL,Rome,Medium
520776,SKU_1024,Office Chair,36,10-02-24,18.09,45312,France,0.11,Bank Transfer,25.77,Stationery,Online,Not Returned,FedEx,Amsterdam,Medium
559324,SKU_1929,Headphones,21,10-02-24,34.3,42986,Belgium,0.07,Credit Card,23.57,Electronics,Online,Not Returned,Royal Mail,London,High
232278,SKU_1017,Backpack,41,10-02-24,26.03,,Australia,0.44,Bank Transfer,25.35,Accessories,In-store,Not Returned,Royal Mail,,Low
440776,SKU_1496,Wireless Mouse,44,10-02-24,71.23,78838,Sweden,0.07,Credit Card,9.6,Accessories,In-store,Not Returned,DHL,Rome,Low
260622,SKU_1960,Backpack,46,10-02-24,8.38,25794,United States,0.22,paypall,11.49,Stationery,In-store,Returned,FedEx,Amsterdam,High
676520,SKU_1795,Wall Clock,39,10-02-24,72.88,54426,Netherlands,0.32,Bank Transfer,13.2,Furniture,Online,Not Returned,FedEx,Amsterdam,Low
921660,SKU_1771,T-shirt,5,10-02-24,58.82,68203,Sweden,0.22,paypall,19.26,Furniture,In-store,Not Returned,Royal Mail,Berlin,High
355693,SKU_1886,Wall Clock,2,10-02-24,51.4,45584,Spain,0.4,Credit Card,20.77,Apparel,In-store,Returned,DHL,London,Medium
710213,SKU_1115,Headphones,42,10-02-24,49.93,87371,Portugal,0.11,Credit Card,25.72,Accessories,Online,Not Returned,DHL,Berlin,Medium
924125,SKU_1148,Notebook,42,10-02-24,56.13,98080,Germany,0.3,Credit Card,8.78,Electronics,Online,Not Returned,UPS,London,High
184533,SKU_1325,Notebook,22,10-02-24,85.91,39943,France,0.13,Credit Card,14.25,Electronics,In-store,Not Returned,UPS,Rome,High
462163,SKU_1020,Notebook,44,10-02-24,49.32,23757,France,0.48,paypall,9.03,Stationery,Online,Not Returned,DHL,Paris,High
343815,SKU_1996,Wall Clock,28,10-02-24,67.57,18675,France,0.3,Credit Card,20.51,Electronics,Online,Not Returned,DHL,Rome,Medium
187165,SKU_1605,Desk Lamp,-20,10-02-24,-8.67,,Netherlands,0.33,paypall,,Apparel,Online,Not Returned,Royal Mail,,Low
134337,SKU_1147,Wireless Mouse,31,10-02-24,54.97,20122,Netherlands,0.41,Credit Card,25.02,Accessories,In-store,Not Returned,FedEx,Amsterdam,Low
117060,SKU_1637,T-shirt,7,10-02-24,53.11,58598,Norway,0.37,Bank Transfer,18.44,Stationery,Online,Not Returned,Royal Mail,Paris,High
866896,SKU_1936,Desk Lamp,19,10-02-24,98.22,55603,United States,0.16,Credit Card,6.17,Accessories,In-store,Not Returned,DHL,Rome,Low
311213,SKU_1735,Notebook,38,11-02-24,27.57,76280,Netherlands,0.32,paypall,29.22,Furniture,Online,Not Returned,UPS,Berlin,Medium
790641,SKU_1948,USB Cable,40,11-02-24,3.1,83983,Portugal,0.5,Credit Card,29.44,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium
797120,SKU_1632,Backpack,1,11-02-24,91.64,47672,United States,0.01,Bank Transfer,17.74,Electronics,Online,Returned,DHL,Paris,Low
568085,SKU_1639,Wall Clock,41,11-02-24,52.29,55402,Belgium,0.4,Credit Card,12.91,Furniture,In-store,Not Returned,UPS,Paris,Low
148993,SKU_1445,Wireless Mouse,7,11-02-24,15.25,52633,Netherlands,0.31,Bank Transfer,27.85,Stationery,Online,Not Returned,UPS,Amsterdam,Low
588539,SKU_1286,T-shirt,21,11-02-24,12.11,18802,United States,0.19,Credit Card,17.4,Stationery,In-store,Not Returned,FedEx,London,Low
703747,SKU_1867,White Mug,-24,11-02-24,-97.58,,Germany,1.2275652188395965,paypall,,Electronics,In-store,Returned,Royal Mail,,Medium
610956,SKU_1664,Wall Clock,38,11-02-24,37.95,55421,United Kingdom,0.22,Credit Card,14.43,Apparel,In-store,Not Returned,FedEx,Berlin,High
543876,SKU_1324,Notebook,13,11-02-24,55.44,92653,Germany,0.45,Bank Transfer,20.82,Stationery,Online,Not Returned,DHL,Paris,High
469750,SKU_1199,Backpack,11,11-02-24,31.56,46130,Sweden,0.14,Credit Card,9.61,Apparel,In-store,Not Returned,DHL,London,High
477744,SKU_1784,USB Cable,-17,11-02-24,-2.8,,Netherlands,1.3687241469791729,Credit Card,,Accessories,In-store,Not Returned,UPS,,High
613147,SKU_1974,Blue Pen,38,11-02-24,77.35,32850,Australia,0.29,Credit Card,10.42,Accessories,Online,Not Returned,FedEx,Berlin,Medium
891754,SKU_1147,T-shirt,40,11-02-24,59.18,22193,United States,0.21,paypall,24.34,Electronics,Online,Not Returned,UPS,Berlin,Medium
854719,SKU_1812,USB Cable,-10,11-02-24,-62.42,,Portugal,1.3194449617857629,Bank Transfer,,Electronics,In-store,Not Returned,UPS,,Low
353390,SKU_1366,Wall Clock,24,11-02-24,68.69,87137,Belgium,0.49,Bank Transfer,16.18,Stationery,In-store,Not Returned,FedEx,Rome,Medium
270947,SKU_1220,Desk Lamp,38,11-02-24,15.99,88505,Spain,0.37,paypall,7.4,Accessories,In-store,Not Returned,UPS,Amsterdam,Medium
662726,SKU_1227,USB Cable,34,11-02-24,39.03,25804,Netherlands,0.08,paypall,10.8,Apparel,Online,Not Returned,UPS,Amsterdam,Medium
276221,SKU_1305,Wireless Mouse,39,11-02-24,47.32,,United States,0.42,Credit Card,20.36,Stationery,In-store,Not Returned,FedEx,,Low
179369,SKU_1178,Blue Pen,29,11-02-24,76.43,77571,Sweden,0.37,Bank Transfer,17.98,Apparel,In-store,Not Returned,FedEx,London,Medium
904566,SKU_1887,USB Cable,24,11-02-24,63.86,62616,Italy,0.49,Bank Transfer,27.06,Apparel,Online,Not Returned,DHL,Paris,Low
369719,SKU_1475,Headphones,35,11-02-24,44.15,94500,France,0.01,Bank Transfer,28.62,Apparel,In-store,Not Returned,DHL,Rome,Low
701187,SKU_1967,Office Chair,26,11-02-24,40.51,59538,Australia,0.25,paypall,20.81,Furniture,In-store,Not Returned,Royal Mail,Rome,High
450451,SKU_1973,Office Chair,23,11-02-24,77.35,44301,France,0.34,paypall,18.65,Furniture,In-store,Not Returned,UPS,Rome,Low
194265,SKU_1416,T-shirt,44,11-02-24,54.62,86941,United States,0.12,Credit Card,12.81,Stationery,Online,Not Returned,FedEx,Paris,Medium
266852,SKU_1609,Wall Clock,2,12-02-24,98.63,86778,Belgium,0.03,Bank Transfer,10.63,Stationery,Online,Not Returned,DHL,Berlin,Low
906244,SKU_1627,T-shirt,49,12-02-24,3.62,28009,Sweden,0.01,paypall,5.81,Accessories,Online,Not Returned,UPS,London,High
668810,SKU_1122,USB Cable,6,12-02-24,76.64,18915,Germany,0.14,paypall,27.84,Electronics,In-store,Not Returned,FedEx,Rome,Low
188383,SKU_1284,Blue Pen,20,12-02-24,15.76,44751,Netherlands,0.35,paypall,20.55,Electronics,Online,Not Returned,DHL,Paris,Low
563890,SKU_1917,Office Chair,33,12-02-24,86.65,23148,Belgium,0.48,paypall,17.68,Stationery,Online,Not Returned,FedEx,Amsterdam,Medium
387076,SKU_1706,Desk Lamp,34,12-02-24,28.22,46376,United Kingdom,0.39,paypall,13.47,Furniture,In-store,Returned,DHL,Paris,Low
352020,SKU_1751,Headphones,35,12-02-24,25.04,35203,Italy,0.27,paypall,8.37,Accessories,Online,Not Returned,DHL,Rome,Medium
318247,SKU_1726,Notebook,8,12-02-24,52.74,32158,United States,0.09,Bank Transfer,27.78,Accessories,Online,Not Returned,DHL,Berlin,High
